V,HS_ed,CN_ed,TARGET,SOURCE_ANNOTATOR,index,LO_MUSLIMS,LO_MIGRANTS,LO_WOMEN,LO_LGBT+,LO_JEWS
V2ex,Blacks do more crimes than whites.,"Even if 'blacks' committed more crimes, that doesn't mean that 'blacks' were inherently worse than whites, there could be factors, other than race, affecting the statistics. ",POC,ANNOTATOR_3,1257.0,train,train,train,train,train
V2ex,Blacks do more crimes than whites.,"Even if 'blacks' committed more crimes, that doesn't mean that 'blacks' were inherently worse than whites. What's the point of statistics? Scholars have found that African Americans are disproportionately represented in the arrest and victimization reports which are used to compile crime rate statistics in the United States. ",POC,ANNOTATOR_3,1258.0,train,train,train,train,validation
V2ex,Blacks do more crimes than whites.,"Even if 'blacks' committed more crimes, that doesn't mean that 'blacks' were inherently worse than whites. What's the point of what you're saying?",POC,ANNOTATOR_3,1259.0,train,validation,train,train,train
V2ex,"If you want to stop racism you have to start speaking about it, not writing off whites as the problem.","If you want to fight racism, you should learn about it and address it. The problem is not about 'the whites', but about whoever spreads discrimination and hate.",other,ANNOTATOR_3,1260.0,train,train,train,train,train
V2ex,Our children will be more likely to become radicalised if they are taught that all people are equal.,To live in a diverse and equal society encourages children to an increased inclusiveness rather than radicalisation.,other,ANNOTATOR_3,1261.0,train,train,train,train,train
V2ex,It's OK to be racist against Asians.,It is never ok to promote hate against any group or minority.,other,ANNOTATOR_3,1262.0,train,train,train,train,train
V2,White people are threatened by the blacks and it's a cultural decay.,We cannot blame nor see everyone as a menace just because of their color.,POC,ANNOTATOR_3,1263.0,train,train,train,train,train
V2,I can't tolerate blacks.,"Tell the truth: if someone said the same bad things about your race, then you would adress them as racists.",POC,ANNOTATOR_3,1264.0,train,train,train,train,validation
V2,Asians are a problem in my view. They are too many. I would rather have a million Romanians or Muslims rule our country than 300k Asians.,Why don't you just study the differences between cultures and try to see what's good in an inclusive society?,other,ANNOTATOR_3,1265.0,train,train,train,train,train
V2_kialo,We have to protect our people. Black people should be deported.,Black people are in fact often persecuted. The idea that after BLM protests they have any inherent right to privileges that others do not is just blatantly false.,POC,ANNOTATOR_3,1266.0,validation,validation,validation,train,train
V2_kialo,Blacks are genetically inferior to whites.,"So are you saying that because black people are different from whites, they are inferior? I would be interested in knowing which parameters you would use to measure this alleged 'inferiority'.",POC,ANNOTATOR_3,1267.0,train,train,train,train,train
V2ex,I'm tired of people popping into other's apartment and starting yelling about diversity and human rights of black people. If you want to speak out and make a difference then get involved.,You know it's no secret that in our society white people are vastly over represented in high profile positions. The only way to challenge and fix this is by changing our priorities. ,POC,ANNOTATOR_3,1268.0,train,train,train,train,train
V2,"If you are Romani, you can't remain in the UK even if you want to live and work in the UK.",What about the rights of EU citizens? From your words it seems that not all of European have them.,other,ANNOTATOR_3,1269.0,train,validation,train,train,train
V2,Gypsy rape our women. They are criminals.,Forgive me but I don't understand how rape can be a Gypsy characteristic. Rather it is the product of toxic misogynistic culture.,other,ANNOTATOR_3,1270.0,train,validation,train,train,validation
V2ex,"They came to rape, pillage and destroy our country.","It is easy to accuse someone of being a rapist without evidences. Not a huge difference with what you're doing right now, is it?",MIGRANTS,ANNOTATOR_3,1271.0,train,test,train,train,train
V2ex,Why do we have so many immigrants with citizenship? They only commit crimes and have nothing to do with our society.,I don't think we can be that rough with respect to all the people who came here as children. Maybe we should give a little more thought to increasing our screening of refugees.,MIGRANTS,ANNOTATOR_3,1272.0,excessive,excessive,excessive,excessive,excessive
V2ex,"We do not want migrants here but if they have to work, why should we pay for their homes?",Why shouldn't we welcome migrants who work in our country?,MIGRANTS,ANNOTATOR_3,1273.0,excessive,excessive,excessive,excessive,excessive
V2ex,"We do not want migrants here but if they have to work, why should we pay for their homes?",Do you know that migrants pay for many things in the host country?,MIGRANTS,ANNOTATOR_3,1274.0,excessive,excessive,excessive,excessive,excessive
V2ex,They do not want to work and we do not want to pay for their homes.,"If migrants do not want to work, then why there are many doing jobs we don't want to do?",MIGRANTS,ANNOTATOR_3,1275.0,excessive,excessive,excessive,excessive,excessive
V2ex,"This guy doesn't deserve to be British. He is just a pot smoking faggot with a brain tumour. He is not even from this country. He is probably from Pakistan, or Bangladesh.","Citizenship in Britain is guaranteed also by 'naturalisation', so it is provided by law. It is ok not to be born in Britain and to be a British citizen just as anyone else.",MIGRANTS,ANNOTATOR_3,1276.0,train,test,train,validation,train
V2ex,"Immigrants in Britain: get out. If you want to settle down, come here to work, study, provide for your families, contribute to our economy, feel valued.","Immigrants have been and continue to be a valuable part of our society, and it is for this reason that it is important to welcome these people rather than expelling them.",MIGRANTS,ANNOTATOR_3,1277.0,excessive,excessive,excessive,excessive,excessive
V2ex,This country is full of foreigners,"Actually, only the 7.7% of British population is born in a non-European state.",MIGRANTS,ANNOTATOR_3,1278.0,excessive,excessive,excessive,excessive,excessive
V2ex,We are taking in more than our fair share of immigrants,"Actually, Britain percentage of immigrants over the global population is lower than that of Netherlands, Sweden, Greece, Spain, Austria and Germany.",MIGRANTS,ANNOTATOR_3,1279.0,excessive,excessive,excessive,excessive,excessive
V2ex,immigrants are a drain on society,Among the 1.1 million immigrants who entered the US in 1990 there were also a lot of skilled workers who largely contributed to the development of our society.,MIGRANTS,ANNOTATOR_3,1280.0,excessive,excessive,excessive,excessive,excessive
V2ex,immigrants are a drain on society,"When the government declared World War I, they were called upon to be patriotic soldiers in order to protect our country from outside threats. It's unfair to think of them as second-class citizens.",MIGRANTS,ANNOTATOR_3,1281.0,train,test,train,train,train
V2ex,"all immigrants are criminals, rapists and terrorists","Do you really think all the immigrants that enter the US are rapists, sexual predators, or just plain lazy? Can you provide any statistics on that?",MIGRANTS,ANNOTATOR_3,1282.0,excessive,excessive,excessive,excessive,excessive
V2ex,immigrants are a drain on society,The overwhelming majority of immigrants in the US are contributing to our economy through employment. Why should we discriminate against them based on their nationality?,MIGRANTS,ANNOTATOR_3,1283.0,train,test,train,train,train
V2,"We are ruled by foreigners, they cannot be trusted.",It seems to me that this statement is directly related to a generalised idea of suspicion towards  people who aren't born in your country. Why do you say so?,MIGRANTS,ANNOTATOR_3,1284.0,excessive,excessive,excessive,excessive,excessive
V2,"We have become like China in the 20th century. With their one child policy, horrible treatment of women, poisoning of drinking water, waste disposal and so on.",It seems to me that this statement is directly related to a contempt and misrepresantation of Chinese culture. Can you provide any more argumentation on what you're saying?,MIGRANTS,ANNOTATOR_3,1285.0,excessive,excessive,excessive,excessive,excessive
